	Technique	Algorithm	Classifier	Seed	F1	F2	F3	F4	F5
172	Proposal	rnsga2	FairVotingClassifier	8	0.0229570270899995	0.0177398804273252	0.974061433447099	0.8111026019673412	0.768667673462539
173	ProposalWeighted	F1_rnsga2	FairVotingClassifier	8	0.0183952007455152	0.0316006311360449	0.9686006825938568	0.8114733090873587	0.7573586989960008
174	ProposalWeighted	F2_rnsga2	FairVotingClassifier	8	0.0229570270899995	0.0177398804273252	0.974061433447099	0.8111026019673412	0.768667673462539
175	ProposalWeighted	F3_rnsga2	FairVotingClassifier	8	0.0162549162795324	0.0267151196208919	0.9665529010238908	0.8116350167199591	0.7508931817546215
176	ProposalWeighted	F4_rnsga2	FairVotingClassifier	8	0.0166636479337338	0.0101680486805183	0.9679180887372012	0.811021748151041	0.749676636742456
177	ProposalWeighted	F5_rnsga2	FairVotingClassifier	8	0.0183952007455152	0.0316006311360449	0.9686006825938568	0.8114733090873587	0.7573586989960008
178	AIF360	AdversarialDebiasing	AdversarialDebiasing	8	0.0362619041883964	0.0304857455869391	1.0	0.7793444433596134	0.7536863411360013
179	AIF360	PostProcessingMeta	PostProcessingMeta	8	0.012119014172203	0.1329918509895227	0.9351535836177476	0.7816745588127608	0.59249937075258
180	Voting		VotingClassifier	9	0.0282514722915303	0.0120433560818947	0.989247311827957	0.7991557019695	0.7575716697372173
181	Fairlearn	false_positive_rate_parity	VotingClassifier	9	0.017394971504959	0.1745050677275741	0.9906810035842294	0.7992301541969146	0.7173525942941716
182	Fairlearn	true_positive_rate_parity	VotingClassifier	9	0.0262356073385085	0.4144109019345735	0.9921146953405018	0.7991557019695	0.7056106284736409
183	Fairlearn	equalized_odds	VotingClassifier	9	0.0647805484631192	0.152061999109528	0.9921146953405018	0.668130756000921	0.6444225180571508
184	scikit-lego	DemographicParityClassifier	OneVsRestClassifier	9	0.03138617681673	0.0092093741187645	0.9885304659498207	0.7699035308095044	0.7219314406407302
185	scikit-lego	EqualOpportunityClassifier	OneVsRestClassifier	9	0.03138617681673	0.0092093741187645	0.9885304659498207	0.7699035308095044	0.7219314406407302
186	Proposal	nsga2	FairVotingClassifier	9	0.0047863348516943	0.0108423982504473	0.9620071684587812	0.8004936998232014	0.7024212384468923
