Technique	variable	value
Proposal, F4_rnsga2	F4	0.8058005381291643
Proposal, F4_rnsga2	F4	0.8037316115398649
Proposal, F4_rnsga2	F4	0.7991548012003085
Proposal, F4_rnsga2	F4	0.8058529534512069
Proposal, F4_rnsga2	F4	0.8049945803849412
Proposal, F4_rnsga2	F4	0.796432988217337
Proposal, F4_rnsga2	F4	0.8071536948458049
Proposal, F4_rnsga2	F4	0.8068553412074473
Proposal, F4_rnsga2	F4	0.8111026019673412
Proposal, F4_rnsga2	F4	0.8069729979322501
Proposal, F4_rnsga2	F4	0.7931947960606066
Proposal, F4_rnsga2	F4	0.8032932732128958
Proposal, F4_rnsga2	F4	0.7956340575031321
Proposal, F4_rnsga2	F4	0.8012370160047186
Proposal, F4_rnsga2	F4	0.79626712765975
Proposal, F4_rnsga2	F4	0.8007793764583205
Proposal, F4_rnsga2	F4	0.7971004162627587
Proposal, F4_rnsga2	F4	0.8006635771717078
Proposal, F4_rnsga2	F4	0.8017821129309244
Proposal, F4_rnsga2	F4	0.8041610603916718
Proposal, F4_rnsga2	F4	0.8027730519817506
Proposal, F4_rnsga2	F4	0.7997338718305339
Proposal, F4_rnsga2	F4	0.8024988242187215
Proposal, F4_rnsga2	F4	0.8103817698236936
Proposal, F4_rnsga2	F4	0.7881102661882514
Proposal, F4_rnsga2	F4	0.8016297261321477
Proposal, F4_rnsga2	F4	0.8075869889925887
Proposal, F4_rnsga2	F4	0.7948422035667044
Proposal, F4_rnsga2	F4	0.7992964302220932
Proposal, F4_rnsga2	F4	0.805207024198524
Proposal, F5_nsga2	F4	0.8058005381291643
Proposal, F5_nsga2	F4	0.8036508230441468
Proposal, F5_nsga2	F4	0.799389874072899
Proposal, F5_nsga2	F4	0.8086740204644135
Proposal, F5_nsga2	F4	0.8043118555160327
Proposal, F5_nsga2	F4	0.7966665239483037
Proposal, F5_nsga2	F4	0.8071607902226915
Proposal, F5_nsga2	F4	0.8065510483442668
Proposal, F5_nsga2	F4	0.8129292879982426
Proposal, F5_nsga2	F4	0.8065725494299275
Proposal, F5_nsga2	F4	0.7933472682377473
Proposal, F5_nsga2	F4	0.8032932732128958
Proposal, F5_nsga2	F4	0.7958678115938286
Proposal, F5_nsga2	F4	0.7991789728730428
Proposal, F5_nsga2	F4	0.8007247784582395
Proposal, F5_nsga2	F4	0.7979033044724568
Proposal, F5_nsga2	F4	0.7965499610347646
Proposal, F5_nsga2	F4	0.8008989820681297
Proposal, F5_nsga2	F4	0.8019843937511485
Proposal, F5_nsga2	F4	0.803929041830187
Proposal, F5_nsga2	F4	0.802677006758515
Proposal, F5_nsga2	F4	0.8019631967476196
Proposal, F5_nsga2	F4	0.8027905639977901
Proposal, F5_nsga2	F4	0.8075693851239366
Proposal, F5_nsga2	F4	0.7883130405942527
Proposal, F5_nsga2	F4	0.7935018644915838
Proposal, F5_nsga2	F4	0.8099419090295021
Proposal, F5_nsga2	F4	0.7949227967324041
Proposal, F5_nsga2	F4	0.8039442408459493
Proposal, F5_nsga2	F4	0.8043920282735036
Proposal, F5_rnsga2	F4	0.805953220043831
Proposal, F5_rnsga2	F4	0.8039574108467179
Proposal, F5_rnsga2	F4	0.799389874072899
Proposal, F5_rnsga2	F4	0.8086740204644135
Proposal, F5_rnsga2	F4	0.8046801186412577
Proposal, F5_rnsga2	F4	0.7967395202668449
Proposal, F5_rnsga2	F4	0.8067653739267392
Proposal, F5_rnsga2	F4	0.8071052533155804
Proposal, F5_rnsga2	F4	0.8114733090873587
Proposal, F5_rnsga2	F4	0.8064123700289985
Proposal, F5_rnsga2	F4	0.7934283317915735
Proposal, F5_rnsga2	F4	0.8032932732128958
Proposal, F5_rnsga2	F4	0.7968764539448295
Proposal, F5_rnsga2	F4	0.8028607092047083
Proposal, F5_rnsga2	F4	0.7982164146201436
Proposal, F5_rnsga2	F4	0.8012481997119538
Proposal, F5_rnsga2	F4	0.7972460131911577
